date,hour,wind,solar,thermal
2018-07-05,8,721,7735,6068
2018-07-05,9,606,8787,6219
2018-07-05,10,478,9495,6952
2018-07-05,11,534,9805,7929
2018-07-05,12,572,9531,8951
2018-07-05,13,675,9600,10232
2018-07-05,14,939,9308,11687
2018-07-05,15,1369,8928,12956
2018-07-05,16,1808,8133,13689
2018-07-05,17,2104,6643,14874
2018-07-05,18,2215,3217,16241
2018-07-05,19,2578,784,16548
2018-07-05,20,2939,0,15221
2018-07-05,21,3139,0,13394
2018-07-05,22,3084,0,11348
2018-07-05,23,3019,0,9876
2018-07-06,0,2996,0,8341
2018-07-06,1,2979,0,7430
2018-07-06,2,2767,0,7964
2018-07-06,3,2214,0,6929
2018-07-06,4,1682,0,7267
2018-07-06,5,1312,0,7797
2018-07-06,6,1337,1015,7976
2018-07-06,7,838,4272,7702
2018-07-06,8,624,6974,7619
2018-07-06,9,363,8123,8506
2018-07-06,10,323,8921,9615
2018-07-06,11,325,9165,11505
2018-07-06,12,387,9201,13301
2018-07-06,13,360,9375,15264
2018-07-06,14,618,8599,16808
2018-07-06,15,1030,8755,18132
2018-07-06,16,1756,8128,17993
2018-07-06,17,2473,6736,18623
2018-07-06,18,2621,3944,20026
2018-07-06,19,2683,916,21471
2018-07-06,20,2731,0,21268
2018-07-06,21,2841,0,18851
2018-07-06,22,2857,0,16090
2018-07-06,23,2952,0,13641
2018-07-07,0,2840,0,12154
2018-07-07,1,2717,0,10733
2018-07-07,2,2429,0,10921
2018-07-07,3,2055,0,9579
2018-07-07,4,1576,0,9331
2018-07-07,5,1332,0,8988
2018-07-07,6,1049,797,8833
2018-07-07,7,795,3287,9039
2018-07-07,8,478,5933,8884
2018-07-07,9,299,7654,9785
2018-07-07,10,221,8183,10973
2018-07-07,11,276,8836,12945
2018-07-07,12,464,8948,14100
2018-07-07,13,666,8682,14803
2018-07-07,14,907,7817,16278
2018-07-07,15,1027,7744,17561
2018-07-07,16,1617,6910,18445
2018-07-07,17,2098,5753,18228
2018-07-07,18,2442,3255,19297
2018-07-07,19,2780,635,19595
2018-07-07,20,3009,0,18613
2018-07-07,21,3321,0,16536
2018-07-07,22,3403,0,14228
2018-07-07,23,3130,0,12331
2018-07-08,0,3012,0,10673
2018-07-08,1,2816,0,9453
2018-07-08,2,2870,0,9757
2018-07-08,3,3046,0,7984
2018-07-08,4,2741,0,7933
2018-07-08,5,2478,0,7894
2018-07-08,6,1984,831,7478
2018-07-08,7,1689,3873,6861
2018-07-08,8,1514,6740,6553
2018-07-08,9,1406,8326,7162
2018-07-08,10,1330,9046,7575
2018-07-08,11,1336,9198,8374
2018-07-08,12,1615,8869,10018
2018-07-08,13,1902,8046,11666
2018-07-08,14,2743,7881,12410
2018-07-08,15,3066,7858,13376
2018-07-08,16,3433,7444,14232
2018-07-08,17,3985,6315,14858
2018-07-08,18,4268,3749,15735
2018-07-08,19,4293,803,16443
2018-07-08,20,4449,0,15656
2018-07-08,21,4356,0,14441
2018-07-08,22,4264,0,11959
2018-07-08,23,4009,0,9743
2018-07-09,0,3863,0,8909
2018-07-09,1,3900,0,8233
2018-07-09,2,3735,0,8950
2018-07-09,3,3653,0,7884
2018-07-09,4,3481,0,8061
2018-07-09,5,3247,0,8301
2018-07-09,6,3108,480,8332
2018-07-09,7,2676,3045,8530
2018-07-09,8,2287,5365,8917
2018-07-09,9,2048,7006,9231
2018-07-09,10,1925,7303,11041
2018-07-09,11,2000,8261,12756
2018-07-09,12,1955,8355,13601
2018-07-09,13,2066,7681,14776
2018-07-09,14,2426,7340,15483
2018-07-09,15,2812,7414,15832
2018-07-09,16,3177,7136,15349
2018-07-09,17,3501,5906,15453
2018-07-09,18,3613,3681,16216
2018-07-09,19,3720,752,17001
2018-07-09,20,3837,0,16965
2018-07-09,21,3600,0,15263
2018-07-09,22,3530,0,12665
2018-07-09,23,3561,0,10610
2018-07-10,0,3486,0,9079
2018-07-10,1,3370,0,8513
2018-07-10,2,2662,0,9162
2018-07-10,3,1544,0,8691
2018-07-10,4,1126,0,8936
2018-07-10,5,987,0,8984
2018-07-10,6,917,556,9275
2018-07-10,7,872,2393,9833
2018-07-10,8,599,4436,9713
2018-07-10,9,429,6043,9978
2018-07-10,10,221,7646,10977
2018-07-10,11,141,8458,11636
2018-07-10,12,116,8451,12940
2018-07-10,13,265,7936,14250
2018-07-10,14,511,7830,15087
2018-07-10,15,1142,8263,15042
2018-07-10,16,1724,7887,15214
2018-07-10,17,2273,6415,15758
2018-07-10,18,2480,3630,16583
2018-07-10,19,2922,853,17252
2018-07-10,20,3167,0,16238
2018-07-10,21,3123,0,15085
2018-07-10,22,2943,0,12578
2018-07-10,23,2709,0,10715
2018-07-11,0,2456,0,9721
2018-07-11,1,2090,0,9179
2018-07-11,2,1881,0,9841
2018-07-11,3,1545,0,8718
2018-07-11,4,1256,0,8921
2018-07-11,5,907,0,9535
2018-07-11,6,628,759,9881
2018-07-11,7,557,3410,9240
2018-07-11,8,392,5514,10287
2018-07-11,9,277,7016,10778
2018-07-11,10,247,7609,11377
2018-07-11,11,281,7786,12380
2018-07-11,12,271,8761,12826
2018-07-11,13,282,8788,13875
2018-07-11,14,315,8235,15388
2018-07-11,15,485,7261,16547
2018-07-11,16,782,5809,17042
2018-07-11,17,1028,4376,18249
2018-07-11,18,1079,2786,18434
2018-07-11,19,803,818,19162
2018-07-11,20,824,155,18367
2018-07-11,21,1207,147,16597
2018-07-11,22,1790,148,14194
2018-07-11,23,1790,147,11511
2018-07-12,0,1894,148,10594
2018-07-12,1,1768,148,9774
2018-07-12,2,1670,148,10311
2018-07-12,3,1611,147,9153
2018-07-12,4,1524,146,9433
2018-07-12,5,1454,102,9756
2018-07-12,6,1168,531,10201
2018-07-12,7,842,2389,11278
2018-07-12,8,831,5654,10259
2018-07-12,9,835,6572,10693
2018-07-12,10,808,7363,12131
2018-07-12,11,750,7829,13005
2018-07-12,12,810,8252,13298
2018-07-12,13,1015,8513,13990
2018-07-12,14,1059,8099,15537
2018-07-12,15,1308,7648,16328
2018-07-12,16,1450,6694,16766
2018-07-12,17,1694,5313,17027
2018-07-12,18,1828,2835,17235
2018-07-12,19,1847,624,17540
2018-07-12,20,2096,0,17146
2018-07-12,21,2238,0,15855
2018-07-12,22,2050,0,14276
2018-07-12,23,1888,0,12179
2018-07-13,0,1595,0,11728
2018-07-13,1,1431,0,10857
2018-07-13,2,1393,0,11048
2018-07-13,3,1490,0,9536
2018-07-13,4,1493,0,9789
2018-07-13,5,1494,0,10308
2018-07-13,6,1296,642,10440
2018-07-13,7,1200,3475,10455
2018-07-13,8,962,6517,9744
2018-07-13,9,713,8073,10135
2018-07-13,10,644,9028,10482
2018-07-13,11,605,9526,11896
2018-07-13,12,703,9523,12072
2018-07-13,13,861,9218,12934
2018-07-13,14,969,8895,14334
2018-07-13,15,968,8338,15529
2018-07-13,16,1356,7715,15876
2018-07-13,17,2001,6327,15223
2018-07-13,18,2547,3700,15527
2018-07-13,19,2719,743,16314
2018-07-13,20,2776,0,16290
2018-07-13,21,2845,0,14914
2018-07-13,22,3030,0,13089
2018-07-13,23,3172,0,10862
2018-07-14,0,3321,0,9063
2018-07-14,1,3525,0,7802
2018-07-14,2,3399,0,8507
2018-07-14,3,3286,0,7125
2018-07-14,4,3156,0,6815
2018-07-14,5,3022,0,7184
2018-07-14,6,2869,811,6805
2018-07-14,7,2640,4201,5818
2018-07-14,8,2305,7081,5920
2018-07-14,9,2028,8512,5976
2018-07-14,10,1830,9230,6799
2018-07-14,11,1634,9616,7412
2018-07-14,12,1479,9726,7947
2018-07-14,13,1753,9363,9202
2018-07-14,14,2420,9067,10080
2018-07-14,15,2886,8416,10861
2018-07-14,16,3252,7953,11804
2018-07-14,17,3508,6587,12880
2018-07-14,18,3788,3893,13310
2018-07-14,19,3955,843,14237
2018-07-14,20,3981,0,13983
2018-07-14,21,3980,0,12864
2018-07-14,22,3833,0,11909
2018-07-14,23,3819,0,10400
2018-07-15,0,3688,0,9199
2018-07-15,1,3397,0,8516
2018-07-15,2,3355,0,8930
2018-07-15,3,3352,0,7607
2018-07-15,4,3076,0,7622
2018-07-15,5,2633,0,7629
2018-07-15,6,2111,631,7530
2018-07-15,7,1920,3299,7832
2018-07-15,8,1873,5983,7592
2018-07-15,9,1717,7255,7281
2018-07-15,10,1451,7749,7513
2018-07-15,11,1290,8364,7987
2018-07-15,12,1223,8720,9196
2018-07-15,13,1290,9160,9557
2018-07-15,14,1449,9165,10673
2018-07-15,15,1886,8723,11775
2018-07-15,16,2382,8090,12681
2018-07-15,17,2882,6736,13051
2018-07-15,18,3253,3905,14023
2018-07-15,19,3435,854,15358
2018-07-15,20,3614,0,15038
2018-07-15,21,3626,0,13875
2018-07-15,22,3791,0,12162
2018-07-15,23,3937,0,9641
2018-07-16,0,3836,0,9026
2018-07-16,1,3658,0,8148
2018-07-16,2,3493,0,8196
2018-07-16,3,3150,0,7267
2018-07-16,4,2872,0,7506
2018-07-16,5,2660,0,8237
2018-07-16,6,2429,626,8477
2018-07-16,7,2233,3539,8185
2018-07-16,8,1876,6161,7803
2018-07-16,9,1433,7533,8195
2018-07-16,10,1199,8167,8830
2018-07-16,11,1041,8779,9885
2018-07-16,12,1304,9203,11442
2018-07-16,13,1463,9205,12951
2018-07-16,14,1889,9308,14603
2018-07-16,15,2522,8939,15354
2018-07-16,16,3033,8380,16339
2018-07-16,17,3339,7087,16982
2018-07-16,18,3750,4080,17452
2018-07-16,19,3819,881,18058
2018-07-16,20,4051,0,17460
2018-07-16,21,4242,0,15062
2018-07-16,22,4201,0,12445
2018-07-16,23,4065,0,10096
2018-07-17,0,3979,0,8413
2018-07-17,1,3916,0,7409
2018-07-17,2,3824,0,8192
2018-07-17,3,3761,0,6603
2018-07-17,4,3644,0,6725
2018-07-17,5,3337,0,6942
2018-07-17,6,2876,696,7523
2018-07-17,7,2358,3646,7382
2018-07-17,8,1827,6543,7134
2018-07-17,9,1451,8290,7438
2018-07-17,10,1073,9140,8353
2018-07-17,11,862,9602,9659
2018-07-17,12,894,9691,10657
2018-07-17,13,1212,9371,12705
2018-07-17,14,1498,9464,13265
2018-07-17,15,1750,9026,14532
2018-07-17,16,2167,8266,15058
2018-07-17,17,2481,6849,15944
2018-07-17,18,2898,4089,17236
2018-07-17,19,3329,830,18003
2018-07-17,20,3631,0,17184
2018-07-17,21,3824,0,15145
2018-07-17,22,3651,0,12215
2018-07-17,23,3652,0,9582
2018-07-18,0,3683,0,7375
2018-07-18,1,3405,0,7322
2018-07-18,2,3194,0,8144
2018-07-18,3,3007,0,6925
2018-07-18,4,2643,0,7510
2018-07-18,5,2172,0,8952
2018-07-18,6,1621,510,9873
2018-07-18,7,1182,2731,8873
2018-07-18,8,911,5006,8622
2018-07-18,9,656,5962,9249
2018-07-18,10,502,6727,10726
2018-07-18,11,440,8019,11784
2018-07-18,12,457,8470,12432
2018-07-18,13,603,8573,14171
2018-07-18,14,626,8870,16058
2018-07-18,15,705,8210,17545
2018-07-18,16,961,7541,18547
2018-07-18,17,1234,6060,19286
2018-07-18,18,1828,3146,20003
2018-07-18,19,2302,729,20454
2018-07-18,20,2596,0,20394
2018-07-18,21,2771,0,18143
2018-07-18,22,2434,0,15536
2018-07-18,23,2339,0,12988
2018-07-19,0,2276,0,10847
2018-07-19,1,1980,0,9703
2018-07-19,2,1819,0,9579
2018-07-19,3,1884,0,8074
2018-07-19,4,1845,0,8327
2018-07-19,5,1486,0,9473
2018-07-19,6,1335,757,10032
2018-07-19,7,1309,3804,9622
2018-07-19,8,1134,7022,8621
2018-07-19,9,935,8333,8617
2018-07-19,10,806,9079,9572
2018-07-19,11,736,9502,10818
2018-07-19,12,672,9679,12171
2018-07-19,13,702,9671,14154
2018-07-19,14,823,9269,15294
2018-07-19,15,1030,8608,16710
2018-07-19,16,1507,7935,17011
2018-07-19,17,2105,6825,17595
2018-07-19,18,2701,3807,18380
2018-07-19,19,2955,696,19198
2018-07-19,20,2999,0,17959
2018-07-19,21,2940,0,15902
2018-07-19,22,2736,0,12905
2018-07-19,23,2798,0,10532
2018-07-20,0,2534,0,8973
2018-07-20,1,2230,0,7777
2018-07-20,2,2003,0,8459
2018-07-20,3,1765,0,7118
2018-07-20,4,1450,0,7533
2018-07-20,5,1326,0,8017
2018-07-20,6,1182,659,8973
2018-07-20,7,858,3858,8039
2018-07-20,8,679,7005,7147
2018-07-20,9,591,8579,7388
2018-07-20,10,604,9150,8187
2018-07-20,11,615,9405,9011
2018-07-20,12,645,9636,10556
2018-07-20,13,789,9474,11773
2018-07-20,14,1112,9204,12791
2018-07-20,15,1778,8672,13815
2018-07-20,16,2586,8003,13689
2018-07-20,17,2750,6596,14625
2018-07-20,18,2440,3688,17070
2018-07-20,19,2306,673,17971
2018-07-20,20,2458,0,17488
2018-07-20,21,2781,0,16354
2018-07-20,22,3131,0,13031
2018-07-20,23,3251,0,10142
2018-07-21,0,2987,0,9326
2018-07-21,1,2899,0,8566
2018-07-21,2,2844,0,8470
2018-07-21,3,2713,0,7217
2018-07-21,4,2448,0,7170
2018-07-21,5,2322,0,7264
2018-07-21,6,2087,430,7807
2018-07-21,7,1917,2705,6935
2018-07-21,8,1561,5042,6558
2018-07-21,9,1158,6445,7659
2018-07-21,10,922,7110,8387
2018-07-21,11,1101,7349,9162
2018-07-21,12,1246,7666,9654
2018-07-21,13,1495,7940,10181
2018-07-21,14,1553,8004,10936
2018-07-21,15,1660,7824,11800
2018-07-21,16,1925,7331,12034
2018-07-21,17,2041,6453,13201
2018-07-21,18,2069,3721,14355
2018-07-21,19,2239,757,15166
2018-07-21,20,2660,63,14665
2018-07-21,21,2860,11,13578
2018-07-21,22,2716,0,11169
2018-07-21,23,2817,0,9089
2018-07-22,0,2981,0,8998
2018-07-22,1,2966,0,8452
2018-07-22,2,3095,0,8757
2018-07-22,3,3040,0,7388
2018-07-22,4,2932,0,7193
2018-07-22,5,2698,0,7400
2018-07-22,6,2348,779,6847
2018-07-22,7,2008,4072,5996
2018-07-22,8,1615,6634,6258
2018-07-22,9,1201,8605,6303
2018-07-22,10,943,9244,6613
2018-07-22,11,866,9523,7817
2018-07-22,12,858,9710,8748
2018-07-22,13,909,9743,9951
2018-07-22,14,1095,9467,11494
2018-07-22,15,1717,8838,13041
2018-07-22,16,2430,8319,13920
2018-07-22,17,3110,6971,14845
2018-07-22,18,3482,4092,15994
2018-07-22,19,3880,844,16826
2018-07-22,20,4079,58,16374
2018-07-22,21,3977,57,15569
2018-07-22,22,4065,57,13060
2018-07-22,23,3974,0,10986
2018-07-23,0,3948,0,9394
2018-07-23,1,4056,0,8625
2018-07-23,2,3854,0,9745
2018-07-23,3,3553,0,8648
2018-07-23,4,3324,0,8585
2018-07-23,5,3065,0,9350
2018-07-23,6,2722,780,10293
2018-07-23,7,2265,4163,10004
2018-07-23,8,1790,7233,10127
2018-07-23,9,1447,8548,10534
2018-07-23,10,1160,9147,12315
2018-07-23,11,894,9529,14306
2018-07-23,12,756,9487,16249
2018-07-23,13,771,9376,18087
2018-07-23,14,977,9081,19971
2018-07-23,15,1629,8590,21086
2018-07-23,16,2459,7869,21784
2018-07-23,17,2893,6508,22356
2018-07-23,18,3395,3474,22989
2018-07-23,19,3835,589,22940
2018-07-23,20,3889,0,22188
2018-07-23,21,4046,0,20085
2018-07-23,22,4181,0,16525
2018-07-23,23,4092,0,13983
2018-07-24,0,3980,0,12509
2018-07-24,1,3855,0,10676
2018-07-24,2,3605,0,10633
2018-07-24,3,3437,0,9304
2018-07-24,4,3344,0,9779
2018-07-24,5,3005,0,10458
2018-07-24,6,2696,662,11772
2018-07-24,7,2349,3951,11811
2018-07-24,8,1702,7278,11204
2018-07-24,9,1149,8645,11240
2018-07-24,10,773,9280,12091
2018-07-24,11,574,9599,14534
2018-07-24,12,572,9166,17338
2018-07-24,13,903,8994,19506
2018-07-24,14,1491,9043,20332
2018-07-24,15,2410,8613,21415
2018-07-24,16,3306,7965,22256
2018-07-24,17,3667,6147,23645
2018-07-24,18,3849,3517,24713
2018-07-24,19,4049,664,24897
2018-07-24,20,4234,0,23121
2018-07-24,21,4278,0,21308
2018-07-24,22,4200,0,16542
2018-07-24,23,3999,0,13894
2018-07-25,0,3980,0,12431
2018-07-25,1,3815,0,10984
2018-07-25,2,3560,0,11341
2018-07-25,3,3256,0,9932
2018-07-25,4,2973,0,10132
2018-07-25,5,2949,0,10546
2018-07-25,6,2715,684,11461
2018-07-25,7,2218,3966,11395
2018-07-25,8,1745,7242,11178
2018-07-25,9,1448,8645,11753
2018-07-25,10,1208,9321,13043
2018-07-25,11,857,9615,15309
2018-07-25,12,760,9668,17054
2018-07-25,13,947,9386,19833
2018-07-25,14,1406,9337,21378
2018-07-25,15,2159,8593,22410
2018-07-25,16,2795,7545,22856
2018-07-25,17,3328,6047,23288
2018-07-25,18,3771,3178,23759
2018-07-25,19,3963,533,23852
2018-07-25,20,4278,0,22597
2018-07-25,21,4202,0,19872
2018-07-25,22,4080,0,16274
2018-07-25,23,3828,0,13232
2018-07-26,0,3470,0,12084
2018-07-26,1,3214,0,9851
2018-07-26,2,2891,0,10249
2018-07-26,3,2477,0,8840
2018-07-26,4,2276,0,8720
2018-07-26,5,2090,0,9637
2018-07-26,6,2159,401,9949
2018-07-26,7,1641,2916,10284
2018-07-26,8,1242,6211,10420
2018-07-26,9,985,7932,10700
2018-07-26,10,817,8747,12391
2018-07-26,11,703,9179,14476
2018-07-26,12,824,9363,15032
2018-07-26,13,1080,9389,16878
2018-07-26,14,1359,9109,18796
2018-07-26,15,1819,8855,19728
2018-07-26,16,2530,7940,19988
2018-07-26,17,3221,6403,20305
2018-07-26,18,3604,3377,20784
2018-07-26,19,3776,578,20798
2018-07-26,20,3838,0,19687
2018-07-26,21,3769,0,18268
2018-07-26,22,3773,0,14968
2018-07-26,23,3742,0,12682
2018-07-27,0,3724,0,10484
2018-07-27,1,3622,0,9015
2018-07-27,2,3373,0,9516
2018-07-27,3,3166,0,8569
2018-07-27,4,2882,0,8792
2018-07-27,5,2630,0,9266
2018-07-27,6,2410,508,9533
2018-07-27,7,1899,3225,9246
2018-07-27,8,1356,6220,9232
2018-07-27,9,1115,7945,9159
2018-07-27,10,955,8850,10298
2018-07-27,11,843,9386,11667
2018-07-27,12,887,9579,12879
2018-07-27,13,1094,9502,14912
2018-07-27,14,1498,8993,17167
2018-07-27,15,2131,8794,18170
2018-07-27,16,2802,7895,18209
2018-07-27,17,3161,6254,18382
2018-07-27,18,3361,3302,19625
2018-07-27,19,3629,569,19712
2018-07-27,20,3755,0,18105
2018-07-27,21,3646,0,15908
2018-07-27,22,3592,0,13401
2018-07-27,23,3464,0,11272
2018-07-28,0,3308,0,10025
2018-07-28,1,3101,0,8666
2018-07-28,2,2781,0,9029
2018-07-28,3,2791,0,7817
2018-07-28,4,2502,0,8178
2018-07-28,5,2353,0,8239
2018-07-28,6,2142,447,8390
2018-07-28,7,1857,3111,7569
2018-07-28,8,1180,6071,7240
2018-07-28,9,1020,7887,7103
2018-07-28,10,1057,8885,7726
2018-07-28,11,865,9458,9295
2018-07-28,12,859,9635,10868
2018-07-28,13,946,9522,12631
2018-07-28,14,1243,9110,14242
2018-07-28,15,1561,8659,15171
2018-07-28,16,2078,7846,15554
2018-07-28,17,2569,6180,16193
2018-07-28,18,3080,3173,17013
2018-07-28,19,3482,478,17125
2018-07-28,20,3839,0,15643
2018-07-28,21,3706,0,14979
2018-07-28,22,3243,0,13376
2018-07-28,23,3190,0,11496
2018-07-29,0,2917,0,10991
2018-07-29,1,2859,0,9930
2018-07-29,2,3006,0,9556
2018-07-29,3,2955,0,8269
2018-07-29,4,2728,0,8274
2018-07-29,5,2286,0,8575
2018-07-29,6,1803,396,8410
2018-07-29,7,1042,2970,7907
2018-07-29,8,897,5935,7568
2018-07-29,9,768,7482,7780
2018-07-29,10,778,8347,8406
2018-07-29,11,801,8614,9818
2018-07-29,12,783,8886,11177
2018-07-29,13,938,8335,13036
2018-07-29,14,1446,7970,14454
2018-07-29,15,1967,7552,15369
2018-07-29,16,2507,6862,15519
2018-07-29,17,2823,5353,16364
2018-07-29,18,3064,2686,17403
2018-07-29,19,3314,393,17590
2018-07-29,20,3562,0,17062
2018-07-29,21,3663,0,16083
2018-07-29,22,3588,0,13972
2018-07-29,23,3755,0,11867
2018-07-30,0,3481,0,10734
2018-07-30,1,3129,0,10327
2018-07-30,2,3117,0,10696
2018-07-30,3,3075,0,9219
2018-07-30,4,2648,0,9782
2018-07-30,5,2213,0,10673
2018-07-30,6,1929,273,10607
2018-07-30,7,1534,2401,11051
2018-07-30,8,1242,4982,10811
2018-07-30,9,1059,6782,11241
2018-07-30,10,905,8037,12473
2018-07-30,11,682,8517,14036
2018-07-30,12,515,8787,15566
2018-07-30,13,636,8601,17411
2018-07-30,14,797,8437,18758
2018-07-30,15,1043,8017,20176
2018-07-30,16,1689,7397,20635
2018-07-30,17,2411,5985,21047
2018-07-30,18,3062,2943,21777
2018-07-30,19,3299,413,21772
2018-07-30,20,3412,0,19688
2018-07-30,21,3263,0,17927
2018-07-30,22,3079,0,15638
2018-07-30,23,3012,0,13314
2018-07-31,0,2991,0,11269
2018-07-31,1,2893,0,10162
2018-07-31,2,2276,0,11054
2018-07-31,3,2088,0,10009
2018-07-31,4,1977,0,9625
2018-07-31,5,1541,0,10610
2018-07-31,6,1017,319,11413
2018-07-31,7,869,2601,10945
2018-07-31,8,824,5546,10479
2018-07-31,9,742,6782,10854
2018-07-31,10,666,7671,11990
2018-07-31,11,731,8128,13401
2018-07-31,12,808,8636,14776
2018-07-31,13,854,8964,16116
2018-07-31,14,949,8897,17701
2018-07-31,15,1334,8380,18732
2018-07-31,16,1910,7139,19671
2018-07-31,17,2324,5231,20341
2018-07-31,18,2381,2553,21368
2018-07-31,19,2547,400,20898
2018-07-31,20,2802,0,19455
2018-07-31,21,3047,0,17690
2018-07-31,22,3404,0,14122
2018-07-31,23,3406,0,11740
2018-08-01,0,3200,0,10441
2018-08-01,1,2971,0,10375
2018-08-01,2,2789,0,10806
2018-08-01,3,2765,0,9528
2018-08-01,4,2420,0,9569
2018-08-01,5,2245,0,10141
2018-08-01,6,1987,405,10774
2018-08-01,7,1722,3080,10525
2018-08-01,8,1541,6074,10209
2018-08-01,9,1428,7929,10556
2018-08-01,10,1159,8806,11461
2018-08-01,11,1076,9431,12492
2018-08-01,12,1237,9377,14108
2018-08-01,13,1410,8935,15673
2018-08-01,14,1752,8838,16973
2018-08-01,15,2371,7916,18411
2018-08-01,16,2990,7046,19402
2018-08-01,17,3408,5585,19745
2018-08-01,18,3374,2837,21174
2018-08-01,19,3586,484,21256
2018-08-01,20,3721,0,20148
2018-08-01,21,4053,0,17207
2018-08-01,22,4032,0,13803
2018-08-01,23,3749,0,11417
2018-08-02,0,3368,0,10411
2018-08-02,1,3158,0,10110
2018-08-02,2,3220,0,10227
2018-08-02,3,3106,0,8849
2018-08-02,4,2862,0,8906
2018-08-02,5,2766,0,9208
2018-08-02,6,2572,432,9786
2018-08-02,7,2086,3177,9802
2018-08-02,8,1594,6189,9618
2018-08-02,9,1527,7881,9237
2018-08-02,10,1670,8836,10127
2018-08-02,11,1477,8929,11984
2018-08-02,12,1569,8669,13507
2018-08-02,13,1925,8821,14023
2018-08-02,14,2890,8735,14145
2018-08-02,15,3570,8640,14661
2018-08-02,16,4065,7737,15567
2018-08-02,17,4344,6523,15993
2018-08-02,18,4381,3462,17168
2018-08-02,19,4320,577,18212
2018-08-02,20,4460,0,17479
2018-08-02,21,4675,0,15070
2018-08-02,22,4517,0,12405
2018-08-02,23,4415,0,10260
2018-08-03,0,4360,0,8604
2018-08-03,1,4055,0,7925
2018-08-03,2,3912,0,8369
2018-08-03,3,3614,0,7355
2018-08-03,4,3237,0,7578
2018-08-03,5,2752,0,8354
2018-08-03,6,2369,522,8596
2018-08-03,7,1870,3782,7898
2018-08-03,8,1526,7129,7273
2018-08-03,9,1410,8649,7643
2018-08-03,10,1353,9357,8595
2018-08-03,11,1529,9663,9946
2018-08-03,12,1971,9763,11206
2018-08-03,13,2239,9734,12165
2018-08-03,14,2592,9577,13218
2018-08-03,15,3030,9229,14316
2018-08-03,16,3339,8515,15199
2018-08-03,17,3529,7068,15970
2018-08-03,18,3511,3828,18317
2018-08-03,19,3455,720,19486
2018-08-03,20,3857,0,17347
2018-08-03,21,3990,0,15265
2018-08-03,22,3838,0,12545
2018-08-03,23,3782,0,11109
2018-08-04,0,3623,0,9661
2018-08-04,1,3568,0,8659
2018-08-04,2,3539,0,8998
2018-08-04,3,3357,0,7733
2018-08-04,4,2996,0,7944
2018-08-04,5,2678,0,8184
2018-08-04,6,2529,442,8273
2018-08-04,7,2480,3210,7296
2018-08-04,8,2378,6388,6649
2018-08-04,9,2195,8025,6958
2018-08-04,10,2131,8922,7886
2018-08-04,11,2461,9403,8715
2018-08-04,12,3005,9538,9899
2018-08-04,13,3390,9346,11068
2018-08-04,14,3783,9300,11983
2018-08-04,15,3994,8866,13237
2018-08-04,16,4107,8065,14306
2018-08-04,17,4198,6589,15475
2018-08-04,18,4305,3402,16955
2018-08-04,19,4345,478,17249
2018-08-04,20,4612,0,15477
2018-08-04,21,4541,0,13507
2018-08-04,22,4459,0,11507
2018-08-04,23,4424,0,9997
2018-08-05,0,4494,0,9395
2018-08-05,1,4376,0,8107
2018-08-05,2,4013,0,8678
2018-08-05,3,3781,0,7286
2018-08-05,4,3773,0,7184
2018-08-05,5,3606,0,7102
2018-08-05,6,3498,538,6875
2018-08-05,7,3043,3995,5794
2018-08-05,8,2710,7460,5657
2018-08-05,9,2139,8875,5760
2018-08-05,10,1886,9526,6578
2018-08-05,11,2057,9830,7310
2018-08-05,12,2300,9930,7782
2018-08-05,13,2796,9880,8530
2018-08-05,14,3040,9745,9895
2018-08-05,15,3229,9364,11485
2018-08-05,16,3550,8665,12446
2018-08-05,17,3541,7212,14147
2018-08-05,18,3679,3938,16652
2018-08-05,19,3891,530,18452
2018-08-05,20,4065,0,19154
2018-08-05,21,4044,0,16277
2018-08-05,22,4044,0,13610
2018-08-05,23,4088,0,11328
2018-08-06,0,3945,0,10252
2018-08-06,1,3804,0,9308
2018-08-06,2,3740,0,9649
2018-08-06,3,3579,0,8479
2018-08-06,4,3431,0,8577
2018-08-06,5,3200,0,9202
2018-08-06,6,2893,478,9391
2018-08-06,7,2471,3689,9080
2018-08-06,8,2125,7228,8488
2018-08-06,9,1869,8728,8871
2018-08-06,10,1355,9366,10473
2018-08-06,11,1059,9694,12190
2018-08-06,12,1083,9740,14232
2018-08-06,13,1301,9717,15612
2018-08-06,14,1724,9558,17288
2018-08-06,15,2422,9133,18645
2018-08-06,16,3255,8263,19306
2018-08-06,17,3603,6504,20154
2018-08-06,18,3782,3182,21434
2018-08-06,19,4044,361,21946
2018-08-06,20,4225,0,21010
2018-08-06,21,4152,0,18503
2018-08-06,22,3941,0,15878
2018-08-06,23,3849,0,12901
2018-08-07,0,3590,0,11608
2018-08-07,1,3442,0,10516
2018-08-07,2,3411,0,10435
2018-08-07,3,3050,0,9306
2018-08-07,4,2900,0,9277
2018-08-07,5,2521,0,10341
2018-08-07,6,2107,362,10855
2018-08-07,7,1759,3029,10811
2018-08-07,8,1216,6373,10746
2018-08-07,9,801,8181,11364
2018-08-07,10,628,9085,12351
2018-08-07,11,594,9542,13669
2018-08-07,12,616,9613,15126
2018-08-07,13,751,9574,16643
2018-08-07,14,1074,9381,18391
2018-08-07,15,1447,8911,20833
2018-08-07,16,1697,7972,22564
2018-08-07,17,2077,6167,23149
2018-08-07,18,2523,2831,24184
2018-08-07,19,2936,321,24206
2018-08-07,20,3210,0,22844
2018-08-07,21,3064,0,20653
