date,hour,wind,solar,thermal
2018-01-23,0,448,0,6976
2018-01-23,1,459,0,6657
2018-01-23,2,513,0,6462
2018-01-23,3,523,0,6380
2018-01-23,4,495,0,7083
2018-01-23,5,455,0,8012
2018-01-23,6,491,0,9050
2018-01-23,7,412,1255,8622
2018-01-23,8,366,4563,7378
2018-01-23,9,328,6410,6328
2018-01-23,10,411,6809,5762
2018-01-23,11,457,6975,5449
2018-01-23,12,455,7278,5298
2018-01-23,13,317,7544,5306
2018-01-23,14,241,7206,5696
2018-01-23,15,188,5412,6458
2018-01-23,16,185,1597,9214
2018-01-23,17,270,20,10881
2018-01-23,18,340,0,11159
2018-01-23,19,386,0,10905
2018-01-23,20,303,0,10572
2018-01-23,21,257,0,10153
2018-01-23,22,238,0,9009
2018-01-23,23,251,0,7874
2018-01-24,0,247,0,7329
2018-01-24,1,266,0,7209
2018-01-24,2,266,0,6859
2018-01-24,3,338,0,6649
2018-01-24,4,398,0,6835
2018-01-24,5,432,0,7264
2018-01-24,6,539,0,7697
2018-01-24,7,584,1388,7454
2018-01-24,8,592,4994,5755
2018-01-24,9,572,7246,4589
2018-01-24,10,523,7576,4190
2018-01-24,11,543,7336,4120
2018-01-24,12,645,7228,4146
2018-01-24,13,698,7012,4212
2018-01-24,14,910,6332,4692
2018-01-24,15,1059,4050,5531
2018-01-24,16,782,1073,7919
2018-01-24,17,790,3,9553
2018-01-24,18,1002,0,10045
2018-01-24,19,976,0,9465
2018-01-24,20,1067,0,9132
2018-01-24,21,936,0,8481
2018-01-24,22,864,0,7520
2018-01-24,23,907,0,6684
2018-01-25,0,1063,0,5910
2018-01-25,1,1174,0,5708
2018-01-25,2,1215,0,5386
2018-01-25,3,1164,0,5327
2018-01-25,4,1221,0,5448
2018-01-25,5,1609,0,5789
2018-01-25,6,1745,0,6908
2018-01-25,7,2092,941,6797
2018-01-25,8,2549,3983,5365
2018-01-25,9,2967,6210,3891
2018-01-25,10,3132,6637,3730
2018-01-25,11,3323,6594,3730
2018-01-25,12,3357,6628,3502
2018-01-25,13,3743,6609,3252
2018-01-25,14,3725,5894,3334
2018-01-25,15,3364,4326,4206
2018-01-25,16,2908,1495,5451
2018-01-25,17,2710,90,7278
2018-01-25,18,2516,0,8039
2018-01-25,19,2191,0,8140
2018-01-25,20,2108,0,7711
2018-01-25,21,2053,0,7084
2018-01-25,22,2254,0,5903
2018-01-25,23,3358,0,4436
2018-01-26,0,3759,0,4379
2018-01-26,1,3654,0,4246
2018-01-26,2,3579,0,4010
2018-01-26,3,3450,0,4137
2018-01-26,4,3261,0,4299
2018-01-26,5,2540,0,4811
2018-01-26,6,2013,0,6239
2018-01-26,7,1503,1220,6778
2018-01-26,8,906,5076,5664
2018-01-26,9,687,7112,4288
2018-01-26,10,620,7334,4213
2018-01-26,11,535,7416,3822
2018-01-26,12,518,7428,3666
2018-01-26,13,613,7479,3614
2018-01-26,14,625,7123,4011
2018-01-26,15,597,5740,4548
2018-01-26,16,579,1744,6443
2018-01-26,17,630,59,8498
2018-01-26,18,685,25,8680
2018-01-26,19,715,24,8531
2018-01-26,20,962,25,8155
2018-01-26,21,869,24,7783
2018-01-26,22,679,15,7372
2018-01-26,23,469,0,6547
2018-01-27,0,337,0,6171
2018-01-27,1,425,0,5854
2018-01-27,2,516,0,5584
2018-01-27,3,657,0,5250
2018-01-27,4,747,0,5200
2018-01-27,5,865,0,5202
2018-01-27,6,698,0,5469
2018-01-27,7,241,1424,5563
2018-01-27,8,204,4783,3843
2018-01-27,9,251,6790,3110
2018-01-27,10,328,7491,2558
2018-01-27,11,412,7609,2268
2018-01-27,12,467,7652,2224
2018-01-27,13,518,7760,2202
2018-01-27,14,530,7210,2669
2018-01-27,15,466,5705,3405
2018-01-27,16,466,1910,4487
2018-01-27,17,586,44,6262
2018-01-27,18,704,0,6857
2018-01-27,19,887,0,6344
2018-01-27,20,961,0,5829
2018-01-27,21,967,0,5709
2018-01-27,22,953,0,5854
2018-01-27,23,1023,0,5276
2018-01-28,0,988,0,4580
2018-01-28,1,1046,0,3933
2018-01-28,2,1085,0,3697
2018-01-28,3,1095,0,3461
2018-01-28,4,1155,0,3628
2018-01-28,5,1090,0,3759
2018-01-28,6,1088,0,4181
2018-01-28,7,988,1525,3610
2018-01-28,8,879,5378,2447
2018-01-28,9,892,7456,2047
2018-01-28,10,994,7979,2100
2018-01-28,11,1071,7903,2196
2018-01-28,12,1077,7889,2362
2018-01-28,13,1102,8024,2458
2018-01-28,14,1106,7674,2834
2018-01-28,15,1014,6116,3463
2018-01-28,16,843,2089,5356
2018-01-28,17,807,73,6892
2018-01-28,18,950,0,7056
2018-01-28,19,848,0,6663
2018-01-28,20,799,0,6475
2018-01-28,21,721,0,6453
2018-01-28,22,866,0,5671
2018-01-28,23,870,0,5398
2018-01-29,0,732,0,5107
2018-01-29,1,617,0,4895
2018-01-29,2,475,0,4824
2018-01-29,3,478,0,4901
2018-01-29,4,576,0,5185
2018-01-29,5,538,0,5899
2018-01-29,6,551,1,6998
2018-01-29,7,522,1422,6855
2018-01-29,8,511,4542,5464
2018-01-29,9,533,6472,4841
2018-01-29,10,546,7387,4974
2018-01-29,11,660,7351,5333
2018-01-29,12,813,7233,5599
2018-01-29,13,939,6905,5888
2018-01-29,14,896,5739,6588
2018-01-29,15,688,3573,7457
2018-01-29,16,659,1112,8824
2018-01-29,17,668,16,10011
2018-01-29,18,684,0,9860
2018-01-29,19,699,0,9382
2018-01-29,20,657,0,8923
2018-01-29,21,659,0,8460
2018-01-29,22,676,0,7489
2018-01-29,23,667,0,6503
2018-01-30,0,652,0,5249
2018-01-30,1,646,0,4769
2018-01-30,2,658,0,4697
2018-01-30,3,644,0,4600
2018-01-30,4,609,0,4658
2018-01-30,5,600,0,5407
2018-01-30,6,588,0,6769
2018-01-30,7,520,715,7101
2018-01-30,8,529,2649,6661
2018-01-30,9,479,4377,5963
2018-01-30,10,464,5793,5475
2018-01-30,11,526,6290,5391
2018-01-30,12,576,6663,5368
2018-01-30,13,574,6176,5816
2018-01-30,14,612,5810,6201
2018-01-30,15,624,4282,6840
2018-01-30,16,625,1496,7603
2018-01-30,17,601,19,8874
2018-01-30,18,571,0,9292
2018-01-30,19,614,0,9163
2018-01-30,20,839,0,9138
2018-01-30,21,876,0,8225
2018-01-30,22,852,0,7102
2018-01-30,23,1285,0,5273
2018-01-31,0,1338,0,4383
2018-01-31,1,1376,0,4359
2018-01-31,2,1259,0,4171
2018-01-31,3,1205,0,4349
2018-01-31,4,1160,0,4423
2018-01-31,5,1067,0,5635
2018-01-31,6,997,0,6843
2018-01-31,7,827,1562,7103
2018-01-31,8,656,5384,5533
2018-01-31,9,580,7417,5017
2018-01-31,10,562,7859,5056
2018-01-31,11,603,7893,5244
2018-01-31,12,654,7903,5093
2018-01-31,13,646,8008,5371
2018-01-31,14,710,7737,5605
2018-01-31,15,737,6155,5949
2018-01-31,16,570,2204,7550
2018-01-31,17,568,90,9072
2018-01-31,18,592,0,9593
2018-01-31,19,558,0,8955
2018-01-31,20,545,0,8680
2018-01-31,21,529,0,8183
2018-01-31,22,556,0,7344
2018-01-31,23,509,0,6404
2018-02-01,0,477,0,5702
2018-02-01,1,478,0,5591
2018-02-01,2,413,0,5584
2018-02-01,3,330,0,5835
2018-02-01,4,289,0,5994
2018-02-01,5,277,0,6494
2018-02-01,6,171,4,7909
2018-02-01,7,84,1566,7764
2018-02-01,8,80,5500,5800
2018-02-01,9,92,7204,5605
2018-02-01,10,75,7534,5578
2018-02-01,11,55,7610,5481
2018-02-01,12,59,7600,5363
2018-02-01,13,90,7434,5582
2018-02-01,14,210,6990,5989
2018-02-01,15,200,5508,6227
2018-02-01,16,194,1932,8037
2018-02-01,17,224,93,9159
2018-02-01,18,271,0,9611
2018-02-01,19,280,0,9369
2018-02-01,20,320,0,8647
2018-02-01,21,404,0,7840
2018-02-01,22,377,0,7162
2018-02-01,23,347,0,6769
2018-02-02,0,261,0,5950
2018-02-02,1,208,0,5158
2018-02-02,2,145,0,5040
2018-02-02,3,237,0,4957
2018-02-02,4,467,0,5104
2018-02-02,5,532,0,5867
2018-02-02,6,446,12,7082
2018-02-02,7,563,1540,6681
2018-02-02,8,570,5048,5083
2018-02-02,9,560,7039,4389
2018-02-02,10,810,7558,4334
2018-02-02,11,928,7489,4008
2018-02-02,12,685,7414,4222
2018-02-02,13,594,7316,4359
2018-02-02,14,621,6912,4556
2018-02-02,15,655,5187,5446
2018-02-02,16,583,1842,6992
2018-02-02,17,507,36,8620
2018-02-02,18,493,0,9050
2018-02-02,19,515,0,8473
2018-02-02,20,552,0,8498
2018-02-02,21,550,0,7744
2018-02-02,22,516,0,6932
2018-02-02,23,485,0,6032
2018-02-03,0,578,0,4981
2018-02-03,1,783,0,3716
2018-02-03,2,937,0,3254
2018-02-03,3,973,0,3173
2018-02-03,4,821,0,3218
2018-02-03,5,798,0,3811
2018-02-03,6,853,0,3997
2018-02-03,7,757,1692,3444
2018-02-03,8,548,5568,2189
2018-02-03,9,565,7573,1590
2018-02-03,10,674,7780,1428
2018-02-03,11,531,7980,1536
2018-02-03,12,509,7949,1650
2018-02-03,13,439,7922,1987
2018-02-03,14,380,7388,2493
2018-02-03,15,300,6042,3025
2018-02-03,16,292,2328,4495
2018-02-03,17,341,57,6289
2018-02-03,18,387,0,7153
2018-02-03,19,506,0,7052
2018-02-03,20,569,0,6852
2018-02-03,21,553,0,6763
2018-02-03,22,453,0,6178
2018-02-03,23,407,0,5370
2018-02-04,0,305,0,4680
2018-02-04,1,290,0,3809
2018-02-04,2,392,0,3444
2018-02-04,3,491,0,3163
2018-02-04,4,459,0,3150
2018-02-04,5,406,0,3359
2018-02-04,6,321,0,3633
2018-02-04,7,314,1688,3063
2018-02-04,8,311,5556,1367
2018-02-04,9,305,7355,1070
2018-02-04,10,283,7787,1076
2018-02-04,11,321,7813,1111
2018-02-04,12,406,7788,1235
2018-02-04,13,491,7798,1483
2018-02-04,14,452,7470,1863
2018-02-04,15,398,5488,2727
2018-02-04,16,269,2110,4541
2018-02-04,17,221,91,6572
2018-02-04,18,150,0,7397
2018-02-04,19,52,0,7264
2018-02-04,20,79,0,7012
2018-02-04,21,83,0,6549
2018-02-04,22,57,0,5874
2018-02-04,23,143,0,4787
2018-02-05,0,364,0,4023
2018-02-05,1,543,0,3079
2018-02-05,2,867,0,2733
2018-02-05,3,690,0,2900
2018-02-05,4,523,0,3665
2018-02-05,5,465,0,4477
2018-02-05,6,497,0,5404
2018-02-05,7,388,1749,5685
2018-02-05,8,325,5729,3761
2018-02-05,9,428,7735,2602
2018-02-05,10,458,8109,2702
2018-02-05,11,415,8051,3003
2018-02-05,12,308,8014,3166
2018-02-05,13,283,8043,3427
2018-02-05,14,242,7834,3870
2018-02-05,15,417,6374,4594
2018-02-05,16,1408,2559,6296
2018-02-05,17,1713,99,7902
2018-02-05,18,1956,0,7939
2018-02-05,19,2353,0,7322
2018-02-05,20,2398,0,6850
2018-02-05,21,2754,0,6154
2018-02-05,22,3001,0,4905
2018-02-05,23,3185,0,4217
2018-02-06,0,3285,0,3267
2018-02-06,1,3145,0,2960
2018-02-06,2,2994,0,2997
2018-02-06,3,2614,0,3178
2018-02-06,4,1993,0,3756
2018-02-06,5,1642,0,4528
2018-02-06,6,1306,2,5977
2018-02-06,7,1179,1816,5766
2018-02-06,8,944,5862,3969
2018-02-06,9,965,7731,3170
2018-02-06,10,1180,8099,2857
2018-02-06,11,1598,7877,2672
2018-02-06,12,1572,8061,2726
2018-02-06,13,1480,7788,2987
2018-02-06,14,1292,7287,3908
2018-02-06,15,1054,6319,4994
2018-02-06,16,915,2734,6605
2018-02-06,17,707,119,8698
2018-02-06,18,608,0,9525
2018-02-06,19,635,0,9412
2018-02-06,20,667,0,8798
2018-02-06,21,675,0,8660
2018-02-06,22,793,0,7586
2018-02-06,23,927,0,6507
2018-02-07,0,817,0,5624
2018-02-07,1,569,0,4910
2018-02-07,2,408,0,4673
2018-02-07,3,434,0,4842
2018-02-07,4,423,0,5244
2018-02-07,5,344,0,6439
2018-02-07,6,377,14,8065
2018-02-07,7,459,2021,7286
2018-02-07,8,399,6027,5147
2018-02-07,9,459,7767,4044
2018-02-07,10,546,7918,4167
2018-02-07,11,618,7744,4284
2018-02-07,12,703,7933,4551
2018-02-07,13,748,7972,4503
2018-02-07,14,656,7919,4584
2018-02-07,15,598,6787,5490
2018-02-07,16,527,2826,7419
2018-02-07,17,564,137,9814
2018-02-07,18,630,0,10113
2018-02-07,19,687,0,9727
2018-02-07,20,669,0,9232
2018-02-07,21,657,0,8625
2018-02-07,22,636,0,7570
2018-02-07,23,657,0,6431
2018-02-08,0,662,0,5734
2018-02-08,1,631,0,5154
2018-02-08,2,688,0,4908
2018-02-08,3,684,0,4616
2018-02-08,4,646,0,5136
2018-02-08,5,531,0,6145
2018-02-08,6,452,19,7397
2018-02-08,7,339,2062,7228
2018-02-08,8,310,6223,4823
2018-02-08,9,432,8087,3800
2018-02-08,10,547,8469,3709
2018-02-08,11,563,8329,3945
2018-02-08,12,540,8321,4142
2018-02-08,13,560,8439,4252
2018-02-08,14,517,8231,4717
2018-02-08,15,492,6654,5672
2018-02-08,16,483,2942,7764
2018-02-08,17,486,149,9969
2018-02-08,18,559,0,10263
2018-02-08,19,577,0,10125
2018-02-08,20,613,0,9690
2018-02-08,21,587,0,8844
2018-02-08,22,568,0,7378
2018-02-08,23,570,0,5978
2018-02-09,0,640,0,5349
2018-02-09,1,765,0,4856
2018-02-09,2,784,0,4623
2018-02-09,3,854,0,4683
2018-02-09,4,725,0,5106
2018-02-09,5,416,0,6135
2018-02-09,6,266,24,7467
2018-02-09,7,175,2091,7649
2018-02-09,8,114,6244,5712
2018-02-09,9,131,8059,4831
2018-02-09,10,199,8402,4255
2018-02-09,11,224,8337,4190
2018-02-09,12,258,8300,4125
2018-02-09,13,544,8350,3944
2018-02-09,14,1334,8128,3829
2018-02-09,15,1889,6812,4351
2018-02-09,16,2138,2984,5520
2018-02-09,17,2335,168,7070
2018-02-09,18,2499,0,7840
2018-02-09,19,2530,0,7517
2018-02-09,20,2609,0,7259
2018-02-09,21,2730,0,6770
2018-02-09,22,3250,0,4920
2018-02-09,23,3010,0,3788
2018-02-10,0,2766,0,3859
2018-02-10,1,2955,0,2917
2018-02-10,2,2893,0,2441
2018-02-10,3,2671,0,2618
2018-02-10,4,2782,0,2722
2018-02-10,5,3169,0,2842
2018-02-10,6,3617,37,3066
2018-02-10,7,3616,2031,3149
2018-02-10,8,3141,4877,1871
2018-02-10,9,3096,5985,1714
2018-02-10,10,2957,6813,1853
2018-02-10,11,3504,7116,1378
2018-02-10,12,3755,6842,1675
2018-02-10,13,4096,6871,1636
2018-02-10,14,4420,6347,1738
2018-02-10,15,4390,5304,2224
2018-02-10,16,4244,2326,3205
2018-02-10,17,4386,119,4451
2018-02-10,18,4018,0,5119
2018-02-10,19,2906,0,5583
2018-02-10,20,2249,0,6102
2018-02-10,21,1645,0,5820
2018-02-10,22,1509,0,5585
2018-02-10,23,1585,0,4643
2018-02-11,0,1811,0,3843
2018-02-11,1,1629,0,3417
2018-02-11,2,1269,0,3448
2018-02-11,3,878,0,3554
2018-02-11,4,584,0,4207
2018-02-11,5,662,0,4938
2018-02-11,6,653,25,5342
2018-02-11,7,509,2165,3964
2018-02-11,8,512,6372,2438
2018-02-11,9,526,8309,1705
2018-02-11,10,338,8694,1445
2018-02-11,11,318,8515,1529
2018-02-11,12,454,8503,1690
2018-02-11,13,671,8152,2158
2018-02-11,14,1028,7149,2477
2018-02-11,15,1024,4917,3577
2018-02-11,16,1374,1775,4537
2018-02-11,17,1646,121,6879
2018-02-11,18,1800,0,7686
2018-02-11,19,2160,0,7358
2018-02-11,20,2359,0,6871
2018-02-11,21,2441,0,6552
2018-02-11,22,3050,0,5611
2018-02-11,23,3731,0,3919
2018-02-12,0,3789,0,3360
2018-02-12,1,3790,0,3522
2018-02-12,2,3776,0,3513
2018-02-12,3,3365,0,3530
2018-02-12,4,2679,0,4113
2018-02-12,5,2239,0,5698
2018-02-12,6,2089,5,7131
2018-02-12,7,2205,1546,7157
2018-02-12,8,2518,4495,5532
2018-02-12,9,2604,5814,4765
2018-02-12,10,2307,6397,4609
2018-02-12,11,2145,6090,4704
2018-02-12,12,2437,5882,4725
2018-02-12,13,2728,5953,4840
2018-02-12,14,2935,5972,4997
2018-02-12,15,2966,4350,5947
2018-02-12,16,2585,1649,7087
2018-02-12,17,2342,64,8931
2018-02-12,18,2024,0,10378
2018-02-12,19,1986,0,9737
2018-02-12,20,1996,0,9187
2018-02-12,21,1975,0,8373
2018-02-12,22,1932,0,7478
2018-02-12,23,1721,0,6501
2018-02-13,0,1551,0,5884
2018-02-13,1,1579,0,5703
2018-02-13,2,1618,0,5332
2018-02-13,3,1652,0,5376
2018-02-13,4,1357,0,6095
2018-02-13,5,1276,0,7084
2018-02-13,6,1348,3,9076
2018-02-13,7,1214,1171,8893
2018-02-13,8,1278,3546,7640
2018-02-13,9,1604,5649,5987
2018-02-13,10,1791,6049,5510
2018-02-13,11,1604,7231,4710
2018-02-13,12,1513,6867,4897
2018-02-13,13,1497,6696,4967
2018-02-13,14,1344,5923,5625
2018-02-13,15,1206,4487,6430
2018-02-13,16,1096,1690,8250
2018-02-13,17,856,61,9834
2018-02-13,18,835,0,11207
2018-02-13,19,932,0,10666
2018-02-13,20,937,0,10301
2018-02-13,21,785,0,9449
2018-02-13,22,683,0,8678
2018-02-13,23,660,0,7308
2018-02-14,0,650,0,6807
2018-02-14,1,573,0,6234
2018-02-14,2,591,0,6100
2018-02-14,3,431,0,6433
2018-02-14,4,211,0,7839
2018-02-14,5,182,0,9076
2018-02-14,6,177,0,10007
2018-02-14,7,192,539,10499
2018-02-14,8,225,2509,10047
2018-02-14,9,327,3911,8399
2018-02-14,10,592,5251,7002
2018-02-14,11,649,5692,6351
2018-02-14,12,725,5732,6614
2018-02-14,13,834,5632,6573
2018-02-14,14,1075,5168,6761
2018-02-14,15,1466,4366,7154
2018-02-14,16,1770,2369,7799
2018-02-14,17,2291,155,9585
2018-02-14,18,2374,0,10584
2018-02-14,19,2603,0,10114
2018-02-14,20,2822,0,9526
2018-02-14,21,2800,0,8345
2018-02-14,22,2619,0,7292
2018-02-14,23,2623,0,6129
2018-02-15,0,2607,0,5764
2018-02-15,1,2822,0,5150
2018-02-15,2,2951,0,5045
2018-02-15,3,2621,0,4979
2018-02-15,4,1896,0,6062
2018-02-15,5,1612,0,7409
2018-02-15,6,2120,4,8241
2018-02-15,7,2136,1965,8180
2018-02-15,8,1648,5833,6559
2018-02-15,9,1633,7575,5598
2018-02-15,10,2006,8053,5435
2018-02-15,11,2072,8255,5386
2018-02-15,12,2122,7825,5515
2018-02-15,13,1952,8149,5567
2018-02-15,14,1814,8095,5598
2018-02-15,15,1761,6801,6023
2018-02-15,16,1401,3423,7666
2018-02-15,17,995,237,9893
2018-02-15,18,807,0,10866
2018-02-15,19,886,0,10334
2018-02-15,20,853,0,9925
2018-02-15,21,843,0,9610
2018-02-15,22,819,0,8926
2018-02-15,23,895,0,7904
2018-02-16,0,899,0,7252
2018-02-16,1,665,0,6958
2018-02-16,2,587,0,7033
2018-02-16,3,598,0,7020
2018-02-16,4,535,0,7500
2018-02-16,5,461,0,8415
2018-02-16,6,430,0,9384
2018-02-16,7,436,1787,9528
2018-02-16,8,330,5764,8143
2018-02-16,9,244,7555,6293
2018-02-16,10,216,8222,5385
2018-02-16,11,173,8068,5611
2018-02-16,12,163,7894,5675
2018-02-16,13,168,7979,5804
2018-02-16,14,233,7820,5771
2018-02-16,15,203,6706,6075
2018-02-16,16,243,3624,7712
2018-02-16,17,302,298,10407
2018-02-16,18,408,0,11024
2018-02-16,19,448,0,10616
2018-02-16,20,469,0,10165
2018-02-16,21,496,0,9599
2018-02-16,22,515,0,9352
2018-02-16,23,551,0,8029
2018-02-17,0,578,0,7248
2018-02-17,1,543,0,6627
2018-02-17,2,497,0,6159
2018-02-17,3,487,0,6110
2018-02-17,4,502,0,6380
2018-02-17,5,502,0,6230
2018-02-17,6,417,85,6882
2018-02-17,7,288,2775,5911
2018-02-17,8,480,6820,3072
2018-02-17,9,479,8442,2350
2018-02-17,10,328,8635,2091
2018-02-17,11,304,8410,2280
2018-02-17,12,255,8463,2353
2018-02-17,13,247,8405,2480
2018-02-17,14,240,8205,2729
2018-02-17,15,205,7002,3204
2018-02-17,16,296,3477,4342
2018-02-17,17,523,288,7866
2018-02-17,18,697,0,9934
2018-02-17,19,1080,0,9283
2018-02-17,20,1885,0,7974
2018-02-17,21,2359,0,7348
2018-02-17,22,2560,0,7645
2018-02-17,23,2767,0,5939
2018-02-18,0,2867,0,5404
2018-02-18,1,2807,0,4841
2018-02-18,2,2981,0,4170
2018-02-18,3,2876,0,4046
2018-02-18,4,2895,0,3384
2018-02-18,5,3136,0,3118
2018-02-18,6,3240,101,3554
2018-02-18,7,2950,2767,2396
2018-02-18,8,2961,6516,1258
2018-02-18,9,3204,7687,871
2018-02-18,10,3741,7362,886
2018-02-18,11,3737,6911,1140
2018-02-18,12,3988,6691,1286
2018-02-18,13,4128,6347,1512
2018-02-18,14,4164,6757,1599
2018-02-18,15,4298,6544,1927
2018-02-18,16,4407,3505,3289
2018-02-18,17,4152,259,4625
2018-02-18,18,3959,0,5982
2018-02-18,19,3794,0,5988
2018-02-18,20,3899,0,5478
2018-02-18,21,3971,0,5192
2018-02-18,22,3962,0,5112
2018-02-18,23,3781,0,4308
2018-02-19,0,3654,0,4027
2018-02-19,1,3456,0,3713
2018-02-19,2,3347,0,3684
2018-02-19,3,3072,0,4194
2018-02-19,4,2936,0,4828
2018-02-19,5,2851,0,5786
2018-02-19,6,2925,95,7011
2018-02-19,7,2966,2429,6547
2018-02-19,8,3027,5211,5318
2018-02-19,9,2936,6317,4366
2018-02-19,10,3114,7903,3353
2018-02-19,11,3139,7997,3478
2018-02-19,12,3269,7990,3660
2018-02-19,13,3545,7515,4001
2018-02-19,14,3397,6920,4431
2018-02-19,15,3186,6065,5302
2018-02-19,16,3243,2770,7864
2018-02-19,17,3148,162,10064
2018-02-19,18,2958,0,11316
2018-02-19,19,2703,0,11504
2018-02-19,20,2832,0,11311
2018-02-19,21,2847,0,11124
2018-02-19,22,3005,0,9226
2018-02-19,23,2947,0,7523
2018-02-20,0,2833,0,6963
2018-02-20,1,2663,0,6454
2018-02-20,2,1772,0,6833
2018-02-20,3,1344,0,7553
2018-02-20,4,1324,0,8165
2018-02-20,5,1540,0,9795
2018-02-20,6,1108,140,12556
2018-02-20,7,683,3168,11507
2018-02-20,8,488,7308,9189
2018-02-20,9,444,8919,7437
2018-02-20,10,448,9220,6266
2018-02-20,11,319,9154,5841
2018-02-20,12,308,9139,5817
2018-02-20,13,363,8991,6339
2018-02-20,14,376,8864,6738
2018-02-20,15,531,7738,7342
2018-02-20,16,706,4065,9503
2018-02-20,17,988,428,12227
2018-02-20,18,1308,14,13735
2018-02-20,19,1211,15,13787
2018-02-20,20,933,16,13378
2018-02-20,21,1041,15,12350
2018-02-20,22,1150,15,10947
2018-02-20,23,1078,15,9720
2018-02-21,0,1371,15,8378
2018-02-21,1,1562,15,7819
2018-02-21,2,1556,12,7625
2018-02-21,3,1172,0,8087
2018-02-21,4,1059,0,8564
2018-02-21,5,1298,0,9992
2018-02-21,6,1161,130,11604
2018-02-21,7,973,2589,10794
2018-02-21,8,852,6137,8505
2018-02-21,9,820,7958,6776
2018-02-21,10,823,8590,6270
2018-02-21,11,690,8379,6164
2018-02-21,12,605,8094,6171
2018-02-21,13,699,8232,6165
2018-02-21,14,951,7843,6253
2018-02-21,15,1288,6538,6851
2018-02-21,16,1672,3475,8157
2018-02-21,17,1620,362,10077
2018-02-21,18,1634,0,11564
2018-02-21,19,2011,0,11584
2018-02-21,20,2133,0,11394
2018-02-21,21,2083,0,10852
2018-02-21,22,1861,0,9687
2018-02-21,23,1835,0,8737
2018-02-22,0,2168,0,8042
2018-02-22,1,2636,0,7159
2018-02-22,2,2452,0,6827
2018-02-22,3,2309,0,6738
2018-02-22,4,1727,0,7862
2018-02-22,5,1617,0,9253
2018-02-22,6,1794,155,9846
2018-02-22,7,1783,2828,9149
2018-02-22,8,1991,6694,6866
2018-02-22,9,2363,8262,5342
2018-02-22,10,2708,8756,4993
2018-02-22,11,3040,8220,5076
2018-02-22,12,3614,8036,5078
2018-02-22,13,3614,7770,5178
2018-02-22,14,3621,7614,5002
2018-02-22,15,3652,6575,5656
2018-02-22,16,3375,3105,7759
2018-02-22,17,2847,285,9440
2018-02-22,18,2318,0,11376
2018-02-22,19,1904,0,11229
2018-02-22,20,1707,0,11140
2018-02-22,21,1810,0,10258
2018-02-22,22,1998,0,9044
2018-02-22,23,1836,0,8086
2018-02-23,0,1826,0,8204
2018-02-23,1,1754,0,7820
2018-02-23,2,1805,0,7287
2018-02-23,3,1870,0,7125
2018-02-23,4,2007,0,7833
2018-02-23,5,2835,0,8411
2018-02-23,6,3197,155,8965
2018-02-23,7,3080,2563,8680
2018-02-23,8,3277,6406,6267
2018-02-23,9,3688,7697,4964
2018-02-23,10,3542,7590,4737
2018-02-23,11,3487,7560,4166
2018-02-23,12,3509,8124,3834
2018-02-23,13,3610,7893,4044
2018-02-23,14,3793,7782,4346
2018-02-23,15,3905,7279,4252
2018-02-23,16,3677,4054,5651
2018-02-23,17,2819,412,7849
2018-02-23,18,2508,0,9540
2018-02-23,19,2205,0,9606
2018-02-23,20,1595,0,9603
2018-02-23,21,1269,0,9641
2018-02-23,22,1147,0,9057
2018-02-23,23,840,0,8643
2018-02-24,0,808,0,8802
2018-02-24,1,970,0,7998
2018-02-24,2,1211,0,7592
2018-02-24,3,999,0,7661
2018-02-24,4,1148,0,7430
2018-02-24,5,1243,0,7508
2018-02-24,6,1430,206,7259
2018-02-24,7,1554,3531,5316
2018-02-24,8,1413,7563,2979
2018-02-24,9,1344,9068,1807
2018-02-24,10,1589,9274,1392
2018-02-24,11,2160,9181,1146
2018-02-24,12,3106,8387,1279
2018-02-24,13,3220,8391,1635
2018-02-24,14,3518,8122,1900
2018-02-24,15,3533,7151,2343
2018-02-24,16,3480,4084,3558
2018-02-24,17,3079,486,5226
2018-02-24,18,3006,23,7045
2018-02-24,19,3320,23,6946
2018-02-24,20,3091,22,7120
2018-02-24,21,2984,23,6798
2018-02-24,22,3045,23,6675
2018-02-24,23,2779,0,5831
2018-02-25,0,2429,0,5214
2018-02-25,1,2029,0,5021
2018-02-25,2,1484,0,5250
2018-02-25,3,1081,0,5406
2018-02-25,4,816,0,5481
2018-02-25,5,817,0,5538
2018-02-25,6,721,238,5746
2018-02-25,7,666,3501,4225
2018-02-25,8,860,7463,2310
2018-02-25,9,972,9003,1758
2018-02-25,10,974,9056,1667
2018-02-25,11,939,8757,1508
2018-02-25,12,862,8721,1721
2018-02-25,13,799,8839,1722
2018-02-25,14,783,8894,2082
2018-02-25,15,835,7877,2768
2018-02-25,16,1020,4415,4127
2018-02-25,17,1365,541,6231
2018-02-25,18,1851,0,7699
2018-02-25,19,2482,0,7160
2018-02-25,20,2618,0,6730
2018-02-25,21,2508,0,6735
2018-02-25,22,2801,0,5799
2018-02-25,23,2499,0,5252
2018-02-26,0,2028,0,5470
2018-02-26,1,2040,0,5235
2018-02-26,2,2137,0,5092
2018-02-26,3,2391,0,5011
2018-02-26,4,2410,0,5422
2018-02-26,5,2196,0,6834
2018-02-26,6,1994,279,8286
2018-02-26,7,1678,3401,7354
2018-02-26,8,1559,6794,6097
2018-02-26,9,1362,7883,5604
2018-02-26,10,1625,7653,4690
2018-02-26,11,1967,7270,4841
2018-02-26,12,2292,7128,5019
